userid,movieId,title,rating,genres
113784,110,Braveheart (1995),4.5,Action|Drama|War
113784,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
113784,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
113784,527,Schindler's List (1993),4.5,Drama|War
113784,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
113784,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
113784,1307,When Harry Met Sally... (1989),4,Comedy|Romance
113790,110,Braveheart (1995),4,Action|Drama|War
113790,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
113790,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
113790,527,Schindler's List (1993),4,Drama|War
113790,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
113790,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
113790,1307,When Harry Met Sally... (1989),4,Comedy|Romance
113800,110,Braveheart (1995),3,Action|Drama|War
113800,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
113800,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
113800,527,Schindler's List (1993),5,Drama|War
113800,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
113800,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
113800,1307,When Harry Met Sally... (1989),4,Comedy|Romance
113802,110,Braveheart (1995),3.5,Action|Drama|War
113802,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
113802,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
113802,527,Schindler's List (1993),3.5,Drama|War
113802,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
113802,1,Toy Story (1995),2,Adventure|Animation|Children|Comedy|Fantasy
113802,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
113804,110,Braveheart (1995),4,Action|Drama|War
113804,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
113804,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
113804,527,Schindler's List (1993),3,Drama|War
113804,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
113804,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
113804,1307,When Harry Met Sally... (1989),4,Comedy|Romance
113838,110,Braveheart (1995),4.5,Action|Drama|War
113838,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
113838,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
113838,527,Schindler's List (1993),5,Drama|War
113838,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
113838,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
113838,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
113900,110,Braveheart (1995),5,Action|Drama|War
113900,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
113900,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
113900,527,Schindler's List (1993),5,Drama|War
113900,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
113900,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
113900,1307,When Harry Met Sally... (1989),4,Comedy|Romance
113975,110,Braveheart (1995),3.5,Action|Drama|War
113975,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
113975,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
113975,527,Schindler's List (1993),4,Drama|War
113975,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
113975,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
113975,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114146,110,Braveheart (1995),5,Action|Drama|War
114146,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
114146,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114146,527,Schindler's List (1993),4.5,Drama|War
114146,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
114146,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
114146,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114162,110,Braveheart (1995),5,Action|Drama|War
114162,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114162,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114162,527,Schindler's List (1993),5,Drama|War
114162,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114162,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114162,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114178,110,Braveheart (1995),4.5,Action|Drama|War
114178,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114178,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114178,527,Schindler's List (1993),2.5,Drama|War
114178,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
114178,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
114178,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
114206,110,Braveheart (1995),4,Action|Drama|War
114206,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114206,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114206,527,Schindler's List (1993),4,Drama|War
114206,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114206,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114206,1307,When Harry Met Sally... (1989),3,Comedy|Romance
114334,110,Braveheart (1995),2,Action|Drama|War
114334,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
114334,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
114334,527,Schindler's List (1993),4,Drama|War
114334,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114334,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114334,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114350,110,Braveheart (1995),2,Action|Drama|War
114350,2959,Fight Club (1999),2,Action|Crime|Drama|Thriller
114350,356,Forrest Gump (1994),2,Comedy|Drama|Romance|War
114350,527,Schindler's List (1993),4,Drama|War
114350,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114350,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
114350,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114358,110,Braveheart (1995),4.5,Action|Drama|War
114358,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
114358,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
114358,527,Schindler's List (1993),1.5,Drama|War
114358,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
114358,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
114358,1307,When Harry Met Sally... (1989),3,Comedy|Romance
114364,110,Braveheart (1995),4.5,Action|Drama|War
114364,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114364,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
114364,527,Schindler's List (1993),4.5,Drama|War
114364,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114364,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
114364,1307,When Harry Met Sally... (1989),5,Comedy|Romance
114432,110,Braveheart (1995),4,Action|Drama|War
114432,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114432,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
114432,527,Schindler's List (1993),5,Drama|War
114432,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
114432,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
114432,1307,When Harry Met Sally... (1989),5,Comedy|Romance
114505,110,Braveheart (1995),4,Action|Drama|War
114505,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114505,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
114505,527,Schindler's List (1993),4,Drama|War
114505,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
114505,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
114505,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114549,110,Braveheart (1995),4,Action|Drama|War
114549,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114549,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
114549,527,Schindler's List (1993),4,Drama|War
114549,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
114549,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
114549,1307,When Harry Met Sally... (1989),3,Comedy|Romance
114550,110,Braveheart (1995),3,Action|Drama|War
114550,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114550,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
114550,527,Schindler's List (1993),5,Drama|War
114550,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114550,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
114550,1307,When Harry Met Sally... (1989),3,Comedy|Romance
114613,110,Braveheart (1995),4,Action|Drama|War
114613,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
114613,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114613,527,Schindler's List (1993),4,Drama|War
114613,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114613,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
114613,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114666,110,Braveheart (1995),5,Action|Drama|War
114666,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
114666,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
114666,527,Schindler's List (1993),5,Drama|War
114666,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114666,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
114666,1307,When Harry Met Sally... (1989),5,Comedy|Romance
114682,110,Braveheart (1995),3,Action|Drama|War
114682,2959,Fight Club (1999),2.5,Action|Crime|Drama|Thriller
114682,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
114682,527,Schindler's List (1993),3,Drama|War
114682,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114682,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
114682,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114730,110,Braveheart (1995),2.5,Action|Drama|War
114730,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114730,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
114730,527,Schindler's List (1993),4,Drama|War
114730,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114730,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
114730,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
114742,110,Braveheart (1995),4.5,Action|Drama|War
114742,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
114742,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
114742,527,Schindler's List (1993),4,Drama|War
114742,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114742,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114742,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114743,110,Braveheart (1995),4.5,Action|Drama|War
114743,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
114743,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
114743,527,Schindler's List (1993),3.5,Drama|War
114743,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
114743,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114743,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114746,110,Braveheart (1995),4.5,Action|Drama|War
114746,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
114746,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
114746,527,Schindler's List (1993),4,Drama|War
114746,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
114746,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
114746,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114763,110,Braveheart (1995),3.5,Action|Drama|War
114763,2959,Fight Club (1999),1,Action|Crime|Drama|Thriller
114763,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114763,527,Schindler's List (1993),4,Drama|War
114763,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
114763,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
114763,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114796,110,Braveheart (1995),4.5,Action|Drama|War
114796,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
114796,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114796,527,Schindler's List (1993),4.5,Drama|War
114796,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
114796,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
114796,1307,When Harry Met Sally... (1989),4,Comedy|Romance
114848,110,Braveheart (1995),3,Action|Drama|War
114848,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
114848,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
114848,527,Schindler's List (1993),3.5,Drama|War
114848,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114848,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
114848,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
114961,110,Braveheart (1995),3.5,Action|Drama|War
114961,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
114961,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
114961,527,Schindler's List (1993),4.5,Drama|War
114961,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
114961,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
114961,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
115086,110,Braveheart (1995),5,Action|Drama|War
115086,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115086,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115086,527,Schindler's List (1993),4,Drama|War
115086,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115086,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
115086,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
115102,110,Braveheart (1995),4,Action|Drama|War
115102,2959,Fight Club (1999),1,Action|Crime|Drama|Thriller
115102,356,Forrest Gump (1994),2,Comedy|Drama|Romance|War
115102,527,Schindler's List (1993),3.5,Drama|War
115102,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
115102,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115102,1307,When Harry Met Sally... (1989),1.5,Comedy|Romance
115166,110,Braveheart (1995),5,Action|Drama|War
115166,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115166,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115166,527,Schindler's List (1993),5,Drama|War
115166,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115166,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115166,1307,When Harry Met Sally... (1989),5,Comedy|Romance
115211,110,Braveheart (1995),3,Action|Drama|War
115211,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
115211,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
115211,527,Schindler's List (1993),4,Drama|War
115211,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115211,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115211,1307,When Harry Met Sally... (1989),3,Comedy|Romance
115222,110,Braveheart (1995),4.5,Action|Drama|War
115222,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115222,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115222,527,Schindler's List (1993),5,Drama|War
115222,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
115222,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115222,1307,When Harry Met Sally... (1989),3,Comedy|Romance
115240,110,Braveheart (1995),4,Action|Drama|War
115240,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115240,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
115240,527,Schindler's List (1993),5,Drama|War
115240,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115240,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115240,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115263,110,Braveheart (1995),4,Action|Drama|War
115263,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
115263,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
115263,527,Schindler's List (1993),5,Drama|War
115263,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115263,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115263,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
115276,110,Braveheart (1995),3,Action|Drama|War
115276,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115276,356,Forrest Gump (1994),1.5,Comedy|Drama|Romance|War
115276,527,Schindler's List (1993),5,Drama|War
115276,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
115276,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115276,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
115315,110,Braveheart (1995),3.5,Action|Drama|War
115315,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
115315,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
115315,527,Schindler's List (1993),4,Drama|War
115315,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115315,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115315,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
115356,110,Braveheart (1995),4,Action|Drama|War
115356,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
115356,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115356,527,Schindler's List (1993),4.5,Drama|War
115356,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115356,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115356,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
115358,110,Braveheart (1995),2,Action|Drama|War
115358,2959,Fight Club (1999),1,Action|Crime|Drama|Thriller
115358,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
115358,527,Schindler's List (1993),5,Drama|War
115358,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115358,1,Toy Story (1995),2,Adventure|Animation|Children|Comedy|Fantasy
115358,1307,When Harry Met Sally... (1989),2,Comedy|Romance
115423,110,Braveheart (1995),3.5,Action|Drama|War
115423,2959,Fight Club (1999),1.5,Action|Crime|Drama|Thriller
115423,356,Forrest Gump (1994),0.5,Comedy|Drama|Romance|War
115423,527,Schindler's List (1993),2,Drama|War
115423,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
115423,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
115423,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115425,110,Braveheart (1995),4,Action|Drama|War
115425,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115425,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
115425,527,Schindler's List (1993),4,Drama|War
115425,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
115425,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115425,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115437,110,Braveheart (1995),4,Action|Drama|War
115437,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
115437,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115437,527,Schindler's List (1993),4,Drama|War
115437,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115437,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115437,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
115549,110,Braveheart (1995),4,Action|Drama|War
115549,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115549,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115549,527,Schindler's List (1993),5,Drama|War
115549,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115549,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115549,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115570,110,Braveheart (1995),4.5,Action|Drama|War
115570,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115570,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
115570,527,Schindler's List (1993),5,Drama|War
115570,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115570,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115570,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115597,110,Braveheart (1995),4,Action|Drama|War
115597,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
115597,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
115597,527,Schindler's List (1993),5,Drama|War
115597,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115597,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115597,1307,When Harry Met Sally... (1989),5,Comedy|Romance
115624,110,Braveheart (1995),3,Action|Drama|War
115624,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
115624,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
115624,527,Schindler's List (1993),4.5,Drama|War
115624,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
115624,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
115624,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
115638,110,Braveheart (1995),2.5,Action|Drama|War
115638,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
115638,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
115638,527,Schindler's List (1993),3.5,Drama|War
115638,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115638,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
115638,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
115655,110,Braveheart (1995),5,Action|Drama|War
115655,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115655,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
115655,527,Schindler's List (1993),3,Drama|War
115655,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115655,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115655,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115705,110,Braveheart (1995),5,Action|Drama|War
115705,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115705,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
115705,527,Schindler's List (1993),5,Drama|War
115705,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115705,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
115705,1307,When Harry Met Sally... (1989),3,Comedy|Romance
115754,110,Braveheart (1995),5,Action|Drama|War
115754,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115754,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
115754,527,Schindler's List (1993),4,Drama|War
115754,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
115754,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
115754,1307,When Harry Met Sally... (1989),5,Comedy|Romance
115820,110,Braveheart (1995),4.5,Action|Drama|War
115820,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115820,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
115820,527,Schindler's List (1993),3.5,Drama|War
115820,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115820,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
115820,1307,When Harry Met Sally... (1989),3,Comedy|Romance
115864,110,Braveheart (1995),2.5,Action|Drama|War
115864,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115864,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
115864,527,Schindler's List (1993),3,Drama|War
115864,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
115864,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
115864,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
115866,110,Braveheart (1995),4,Action|Drama|War
115866,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
115866,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
115866,527,Schindler's List (1993),4,Drama|War
115866,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115866,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
115866,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115900,110,Braveheart (1995),4,Action|Drama|War
115900,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
115900,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
115900,527,Schindler's List (1993),5,Drama|War
115900,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
115900,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
115900,1307,When Harry Met Sally... (1989),4,Comedy|Romance
115998,110,Braveheart (1995),3,Action|Drama|War
115998,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
115998,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
115998,527,Schindler's List (1993),4,Drama|War
115998,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
115998,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
115998,1307,When Harry Met Sally... (1989),4,Comedy|Romance
116014,110,Braveheart (1995),4,Action|Drama|War
116014,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
116014,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
116014,527,Schindler's List (1993),4,Drama|War
116014,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
116014,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
116014,1307,When Harry Met Sally... (1989),4,Comedy|Romance
116026,110,Braveheart (1995),4,Action|Drama|War
116026,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
116026,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
116026,527,Schindler's List (1993),5,Drama|War
116026,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
116026,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
116026,1307,When Harry Met Sally... (1989),4,Comedy|Romance
116035,110,Braveheart (1995),4.5,Action|Drama|War
